,ID,VALUE_PER_UNIT,YEAR_INDEX,LONGITUDE,LATITUDE,PROVINCE_NB,PROVINCE_NL,PROVINCE_NS,PROVINCE_ON,PROVINCE_PE,PROVINCE_QC,SOIL_TEXTURE_CLAY_LOAM,SOIL_TEXTURE_GRAVELLY_LOAM,SOIL_TEXTURE_HEAVY_CLAY,SOIL_TEXTURE_LIGHT_LOAM,SOIL_TEXTURE_LOAM,SOIL_TEXTURE_MUCK,SOIL_TEXTURE_SANDY,SOIL_TEXTURE_SANDY_CLAY,SOIL_TEXTURE_SANDY_LOAM,SOIL_TEXTURE_SILT,SOIL_TEXTURE_SILTY_LOAM,SOIL_TEXTURE_SILT_CLAY,TILE_DRAINAGE_yes,IRRIGATION_OTHER,IRRIGATION_PIVOT
21757,21758,2.7413846784914724,6,-76.89452299999999,45.642293,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21760,21761,1.3108928897960395,4,-63.688345,46.536126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21772,21773,2.8219000000000003,6,-72.325588,46.059909999999995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21777,21778,1.1653479487800418,5,-97.521923,49.801966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21788,21789,4.756774388044064,3,-81.399937,43.486922,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21789,21790,0.8495475504465191,5,-64.192536,46.674341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21793,21794,2.3848000000000003,4,-73.02348,46.259240999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21796,21797,4.040663625625794,6,-80.468373,42.904042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21798,21799,1.4698,6,-71.795676,46.224471,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21804,21805,0.7815936306173181,6,-99.975029,50.015646000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21811,21812,2.474016892108944,5,-79.581013,44.625984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21816,21817,0.30591619181291174,5,-100.504448,51.387227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21817,21818,0.0985,6,-77.635966,48.47391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21824,21825,1.1238000000000001,6,-71.157313,46.511272999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21830,21831,4.383500000000001,5,-72.768875,45.893989000000005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21832,21833,0.23500000000000001,5,-68.443028,48.365401,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21835,21836,10.33986844121121,2,-79.579427,44.110986,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21841,21842,0.6988000000000001,3,-71.742765,48.692643,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21846,21847,0.3405109146350504,5,-97.514975,51.078779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21849,21850,0.8369451871327399,5,-64.18835,46.648779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21854,21855,2.751763095338114,4,-82.243927,42.329927000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21859,21860,0.7647,4,-69.396363,47.905083000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21866,21867,4.738488605980933,5,-78.348074,44.032714,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21868,21869,2.417924020104476,2,-81.818457,42.502543,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21876,21877,1.3378273525647044,4,-63.700511,46.533237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21889,21890,2.3633137790781,6,-98.003862,49.099911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21890,21891,1.2187226639913415,6,-65.176163,47.038378,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21897,21898,2.3044000000000002,3,-72.997597,46.290442999999996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21904,21905,0.6639715730220467,6,-81.48113000000001,43.862783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21905,21906,3.5728935520378764,6,-81.23919699999999,43.824137,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21924,21925,0.3165417138225686,5,-100.50445500000001,51.401951000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21925,21926,2.3571361500027184,4,-82.621607,42.275556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21928,21929,4.584047879096386,5,-82.290658,42.587719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21930,21931,1.5411949017262767,5,-67.66843399999999,46.345238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21932,21933,7.707951349935506,5,-73.020014,46.261979,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21936,21937,1.4253025802721122,5,-77.525717,44.599701,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21938,21939,2.447576639666309,6,-97.98897,49.114908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21946,21947,2.4338,5,-73.317521,45.500506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21957,21958,4.07698808458904,3,-80.898213,43.702847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21968,21969,2.042077067158241,3,-82.714585,42.144901000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21981,21982,0.9291154129374379,5,-98.474523,49.964071999999994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21993,21994,2.052702589167898,2,-82.35607399999999,42.168015999999994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21996,21997,2.2750972358816464,6,-98.026395,49.099909000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21998,21999,4.52523685029875,3,-81.872788,43.03545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22007,22008,1.3163292033823755,4,-98.22153399999999,49.181959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22024,22025,0.7820878409433487,6,-100.516947,49.062409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22030,22031,0.32642592034317963,5,-100.50445500000001,51.445496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22031,22032,2.4976000000000003,6,-71.766839,45.088669,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22042,22043,0.8228601928408692,6,-77.12544,44.283952,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22045,22046,1.452978358529823,6,-97.043095,49.628004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22046,22047,6.0332,3,-72.930998,45.640995000000004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22049,22050,2.3198232703874115,6,-98.055639,49.181311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22058,22059,3.335178385217181,4,-81.881419,42.88593,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22064,22065,5.265069708366487,5,-80.88868599999999,43.267831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22065,22066,4.7538,5,-73.710939,45.855815,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22067,22068,1.4293,3,-71.91541,46.62045,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22080,22081,5.184513425223507,4,-81.16478000000001,43.16288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22081,22082,1.6444848598666622,5,-77.865151,44.057518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22085,22086,1.1705371572033627,5,-82.20400699999999,42.254824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22094,22095,1.02054432325309,5,-96.427531,50.256719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22101,22102,1.1248227020455366,6,-77.12544,44.283952,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22104,22105,2.534310551884671,5,-79.588619,44.444759000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22107,22108,1.7191106190972754,6,-77.507944,44.152775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22116,22117,2.5016926703666544,2,-81.999837,42.338015000000006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22117,22118,3.849157124288955,2,-81.61574499999999,43.255219,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22119,22120,1.6941529976327325,4,-97.99578000000001,49.255466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22123,22124,1.3395570887058115,4,-98.22176999999999,49.188901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22127,22128,3.906485522108499,6,-81.66754,43.74617,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22130,22131,2.4648000000000003,3,-73.053914,46.048691999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22132,22133,3.3744681061366095,5,-80.013814,44.273768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22133,22134,3.4336,4,-72.620683,45.753594,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22136,22137,0.7131455004620867,5,-97.775201,50.17099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22142,22143,0.38153037169558623,5,-62.028865,45.700884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22143,22144,0.9531000000000001,6,-70.855399,46.287887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22144,22145,0.5446197792856684,5,-97.77284399999999,51.108592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22145,22146,0.3054219814868812,5,-100.481063,51.394653999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22155,22156,1.7094735177396796,4,-82.282577,42.204743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22161,22162,0.9812546023336611,6,-76.768855,45.715314,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22172,22173,3.2140968553396956,3,-74.90594399999999,45.372817,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22180,22181,4.250950119351794,4,-81.106349,43.579929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22192,22193,1.2718,6,-71.74528199999999,45.309061,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22195,22196,3.4431633414548566,6,-81.06149599999999,43.035552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22196,22197,1.9931,6,-71.78307099999999,45.086794,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22198,22199,0.13047152607206575,5,-100.527974,51.642034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22212,22213,2.6207973589400178,5,-80.146873,44.018944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22215,22216,1.7535,5,-72.801547,45.078521,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22231,22232,2.969956954280603,4,-75.326385,45.040416,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22233,22234,2.0205,4,-70.99828000000001,46.43108,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22235,22236,3.3996728327641677,3,-75.17966899999999,45.286846999999995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22246,22247,4.436031886450236,5,-80.00795600000001,44.275995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22256,22257,2.709508112462502,5,-98.049118,49.101038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22259,22260,0.33112091844046987,5,-100.469512,51.365532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22260,22261,3.1959,5,-73.329978,45.28678,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22269,22270,0.5043416377141784,5,-100.755847,50.494899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22276,22277,1.6869869479052895,4,-79.96217800000001,42.906333000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22277,22278,2.123621770953282,4,-63.574276,46.531236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22285,22286,3.7209095446840266,6,-81.481261,42.938234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22291,22292,3.104629268123928,4,-75.325913,45.045328000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22294,22295,6.287837978086714,4,-82.196671,42.535678000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22296,22297,2.079637051936563,5,-82.4161,42.69145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22303,22304,4.24328985929832,5,-81.172067,43.169743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22307,22308,1.562,5,-70.845386,46.647674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22313,22314,1.1213632297633227,5,-77.467207,44.561690999999996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22316,22317,0.6545815768274662,3,-79.362749,47.53484,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22320,22321,0.6970836648660937,6,-99.91350600000001,50.377143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22324,22325,2.0267565470512943,5,-82.273736,42.24692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22340,22341,2.2298,4,-71.54809200000001,46.582957,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22348,22349,0.5398000000000001,5,-69.465634,47.860663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22356,22357,5.284096805918663,3,-80.87937,43.18524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22364,22365,0.5258397868965075,6,-99.10638900000001,50.539214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22370,22371,2.4997158290625325,5,-79.795761,42.926043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22372,22373,0.32395486871302687,5,-100.48103499999999,51.372751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22387,22388,1.1548,3,-72.258753,46.524368,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22395,22396,0.8243428238189608,5,-100.053666,49.373861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22399,22400,0.606890280365518,6,-99.50229399999999,50.687049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22400,22401,4.7414000000000005,2,-73.058261,45.584548999999996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22405,22406,0.4729592820112383,5,-100.397211,51.180599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22408,22409,3.8449,5,-73.549362,46.032926,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22417,22418,3.503704106393599,5,-80.007999,44.270956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22418,22419,2.4392,3,-72.599998,45.780172,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22423,22424,0.5325116262979198,6,-99.10638900000001,50.539214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22424,22425,0.548820567056928,4,-101.555421,51.97972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22427,22428,1.5839,5,-72.45015500000001,45.446126,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22434,22435,0.3363101268637907,3,-79.362749,47.53484,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22437,22438,2.859006736086744,4,-82.359049,42.672356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22441,22442,1.9681926234166738,4,-82.81065,42.070608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22451,22452,3.752291900386967,5,-79.487758,43.132466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22456,22457,0.5725426627063945,6,-99.50229399999999,50.687049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22460,22461,3.2768,6,-73.432989,45.988347999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22463,22464,0.48407901434692574,5,-100.397211,51.180599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22468,22469,3.9183465699332323,5,-78.399893,44.094526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22475,22476,0.5495618825459739,4,-101.555421,51.97972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22477,22478,0.05115076874416214,5,-78.13185899999999,48.639237,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22481,22482,1.2457,6,-72.369309,45.626212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22482,22483,0.3108582950732173,5,-100.42264399999999,51.394667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22501,22502,2.7987,6,-72.082481,45.965398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22503,22504,2.0443010136253785,5,-74.787219,45.585482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22507,22508,3.2768615667455756,6,-82.304287,42.529568,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22515,22516,0.48556164532501744,5,-100.397211,51.180599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22529,22530,3.8874584245563226,5,-80.719782,42.956257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22532,22533,0.4403414004932219,6,-99.10638900000001,50.539214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22533,22534,0.5631526665118141,4,-101.555421,51.97972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22537,22538,3.0612000000000004,2,-73.50392,45.245407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22545,22546,2.346263522830046,6,-80.593514,44.282063,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22548,22549,2.720627844798189,5,-82.970613,42.091955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22556,22557,2.385553243749475,4,-82.36325,42.303909999999995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22560,22561,0.82804940126419,5,-101.01926,52.161721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22575,22576,0.5154613700498658,5,-100.397211,51.180599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22582,22583,3.6356582634437564,5,-80.036087,44.25748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22587,22588,3.914639992488003,4,-75.08018299999999,45.297899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22591,22592,0.2745338361099717,6,-99.198466,50.391826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22593,22594,2.4542484790677217,4,-63.400769,46.176955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22595,22596,0.32395486871302687,5,-100.504446,51.380010999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22615,22616,2.3045027502804643,5,-82.867558,42.084133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22616,22617,4.561314204098981,5,-81.30544,43.32458,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22617,22618,0.8401575542519385,6,-63.43069499999999,45.299365,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22621,22622,5.629300000000001,6,-73.69649,45.837078999999996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22622,22623,0.48810000000000003,5,-75.06919599999999,46.180233,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22624,22625,4.347074027764736,3,-81.83618100000001,42.98583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22627,22628,0.5186737371690644,6,-99.127932,49.314444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22629,22630,4.755538862228987,5,-80.869718,42.890869,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22636,22637,0.6736000000000001,4,-70.83491,46.568593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22640,22641,2.557785542371122,5,-82.035333,42.523736,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22649,22650,2.8688909426073548,6,-81.31537,42.66088,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22650,22651,1.6224,5,-71.074061,46.40651,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22652,22653,4.7943343728223855,5,-81.252624,43.427368,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22653,22654,0.37683537359829594,5,-101.28935600000001,49.069894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22657,22658,2.0425712774842717,5,-79.54190200000001,44.538703999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22658,22659,1.674878794917541,4,-78.622935,44.454285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22666,22667,2.0368878587349206,5,-98.534084,49.624801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22673,22674,1.9837602486866361,5,-81.762215,42.518081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22695,22696,3.86719580118907,6,-75.329154,45.188736999999996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22696,22697,2.8597480515757896,6,-82.310257,42.354135,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22697,22698,0.7101802385059034,5,-99.929675,49.359077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22720,22721,1.6375659153022344,5,-97.747281,49.270210999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22725,22726,2.0129186579224387,5,-81.765687,42.520573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22728,22729,0.9409764607621711,5,-76.731696,45.704709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22729,22730,0.3802948458805098,4,-75.85669,44.496413000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22736,22737,1.4075110085350124,6,-98.050618,49.122632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22737,22738,0.23153753774531366,6,-75.661726,44.978156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22746,22747,3.4542830737905437,6,-81.15531,42.73114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22748,22749,6.215189060160223,2,-81.023195,43.316590999999995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22751,22752,3.911921835694835,6,-80.786725,43.660509999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22759,22760,0.39462694533539583,5,-99.290876,50.406484000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22764,22765,0.3476769643624934,5,-101.278247,49.069858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22769,22770,1.6548632767133036,4,-78.622935,44.454285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22770,22771,2.325753794299778,5,-78.27383,44.0091,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22771,22772,1.2998,5,-69.933674,47.438268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22774,22775,1.0203,4,-72.458366,45.928616,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22775,22776,7.242899433140756,5,-82.502938,41.989736,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22777,22778,1.5856738310690264,5,-97.747281,49.270210999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22797,22798,4.07278729681778,5,-81.402001,43.570678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22805,22806,3.13749425480496,5,-81.076693,42.936168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
